YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2013,1.0,0,0,1,0,0,900.0,2,2011.0,2.0,83009.0,0
2016,0.99726776,0,0,1,0,0,900.0,2,2011.0,2.0,83009.0,0
2014,1.0,0,0,1,0,0,650.0,2,1965.0,3.0,83009.0,0
2013,1.0,0,0,1,0,0,1956.0,2,1960.0,4.0,83009.0,1
2016,0.99726776,0,0,1,0,0,1956.0,2,1960.0,4.0,83009.0,1
2013,1.0,0,0,1,0,0,200.0,2,1988.0,2.0,83009.0,0
2015,0.449315068,0,0,1,0,0,200.0,2,1988.0,2.0,83009.0,0
2013,0.189041096,0,0,1,0,0,2363.0,2,2013.0,4.0,83009.0,0
2016,1.0,0,0,1,0,0,782.0,2,1988.0,4.0,83009.0,0
2015,0.252054795,0,0,1,0,0,574.0,2,1980.0,4.0,83009.0,0
2014,1.0,1,0,1,0,0,250.0,2,1904.0,2.0,83009.0,0
2015,1.0,1,0,1,0,0,250.0,2,1904.0,2.0,83009.0,0
2014,1.0,0,0,0,1,1,3120.0,2,1980.0,4.0,83009.0,0
2015,1.0,0,0,1,0,0,530.0,2,2013.0,2.0,83017.0,0
2012,1.0,0,1,0,1,1,180.0,2,1960.0,4.0,83018.0,0
2012,0.202185792,1,0,1,0,0,220.0,2,1900.0,4.0,83019.0,0
2015,1.0,1,0,1,0,0,665.0,2,1980.0,3.0,83034.0,0
2014,1.0,0,0,1,0,0,950.0,2,1990.0,2.0,83034.0,1
2016,0.99726776,0,0,1,0,0,350.0,2,1994.0,2.0,83034.0,0
2013,1.0,0,0,0,1,1,975.0,2,1988.0,4.0,83034.0,0
2014,1.0,0,0,1,0,0,2289.0,2,1997.0,4.0,83034.0,0
2014,1.0,1,0,1,0,0,731.0,2,1970.0,3.0,83036.0,0
2012,1.0,0,0,1,0,0,5625.0,2,2008.0,4.0,83036.0,0
2014,1.0,0,0,1,0,0,5625.0,2,2008.0,4.0,83036.0,0
2012,1.0,0,0,1,0,0,1750.0,2,1980.0,2.0,83036.0,0
2014,1.0,0,0,1,0,0,1750.0,2,1980.0,2.0,83036.0,0
2016,1.0,0,0,1,0,0,1667.0,2,1965.0,3.0,83036.0,0
2014,1.0,0,0,1,0,0,3147.0,2,1996.0,5.0,83036.0,0
2016,0.99726776,0,0,1,0,0,400.0,2,1940.0,2.0,83036.0,0
2013,0.079452055,0,0,1,0,0,2500.0,2,1986.0,1.0,83036.0,0
2012,1.0,1,0,1,0,0,6800.0,2,2002.0,4.0,83036.0,1
2012,0.581967213,1,0,0,1,1,4468.0,2,1988.0,4.0,83036.0,0
2014,1.0,0,1,0,1,1,30.0,2,1988.0,4.0,83038.0,0
2013,1.0,0,0,1,0,0,1700.0,2,1980.0,2.0,83042.0,1
2014,1.0,0,0,1,0,0,1700.0,2,1980.0,2.0,83042.0,1
2016,1.0,0,0,1,0,0,1700.0,2,1980.0,2.0,83042.0,0
2013,1.0,0,0,1,0,0,1000.0,2,1980.0,2.0,83042.0,0
2015,1.0,0,0,1,0,0,1000.0,2,1980.0,2.0,83042.0,0
2012,1.0,1,0,0,1,1,2230.0,2,1988.0,4.0,83042.0,0
2013,1.0,1,0,0,1,1,2230.0,2,1988.0,4.0,83042.0,0
2013,1.0,0,0,1,0,0,228.0,2,1950.0,4.0,83042.0,0
2012,1.0,0,1,0,1,1,1731.0,2,1980.0,4.0,83047.0,0
2015,1.0,0,1,0,1,1,1731.0,2,1980.0,4.0,83047.0,0
2016,1.0,0,0,1,0,0,1000.0,2,1980.0,2.0,83048.0,1
2015,1.0,1,0,0,1,1,2609.0,2,1980.0,4.0,83048.0,0
2016,0.99726776,1,0,0,1,1,2609.0,2,1980.0,4.0,83048.0,0
2012,1.0,0,0,1,0,0,6307.0,2,2008.0,3.0,83050.0,0
2012,1.0,0,0,1,0,0,499.0,2,1950.0,4.0,83050.0,0
2014,0.161643836,0,0,1,0,0,8150.0,2,1990.0,6.0,83050.0,0
2012,0.868852459,0,0,1,0,0,460.0,2,1950.0,4.0,83050.0,1
2014,1.0,0,0,1,0,0,460.0,2,1950.0,4.0,83050.0,0
2016,0.99726776,0,0,1,0,0,460.0,2,1950.0,4.0,83050.0,0
2015,1.0,0,1,0,1,1,800.0,2,1960.0,4.0,83050.0,0
2012,0.163934426,0,0,0,1,1,8150.0,2,1980.0,4.0,83050.0,0
2012,1.0,0,0,1,0,0,1200.0,2,1950.0,4.0,83050.0,0
2014,1.0,0,1,0,1,1,900.0,2,1960.0,4.0,83050.0,0
2014,1.0,0,1,0,1,1,4625.0,2,1988.0,4.0,83061.0,0
2016,0.99726776,0,1,0,1,1,1784.0,2,1988.0,4.0,83061.0,0
2012,1.0,1,0,1,0,0,2580.0,2,1975.0,5.0,83061.0,0
2012,1.0,1,0,1,0,0,730.0,2,1987.0,5.0,83061.0,1
2016,1.0,1,0,1,0,0,16347.0,2,1980.0,7.0,83061.0,1
2013,0.495890411,1,0,1,0,0,3833.0,2,1997.0,7.0,83061.0,0
2013,0.495890411,1,0,1,0,0,3606.0,2,1996.0,7.0,83061.0,0
2015,0.953424658,0,0,1,0,0,150.0,2,1975.0,3.0,83061.0,0
2015,0.334246575,0,0,1,0,0,2496.0,2,2008.0,4.0,83061.0,0
2013,0.021917808,0,1,0,1,1,150.0,2,1960.0,4.0,83061.0,0
2012,1.0,0,0,1,0,0,495.0,2,1870.0,2.0,83062.0,0
2014,1.0,0,0,1,0,0,495.0,2,1870.0,2.0,83062.0,0
2014,0.95890411,0,0,1,0,0,880.0,2,2013.0,3.0,83062.0,0
2015,0.167123288,0,0,1,0,0,7400.0,2,1972.0,7.0,83062.0,0
2013,1.0,0,0,1,0,0,560.0,2,1960.0,3.0,83062.0,0
2014,1.0,0,0,1,0,0,560.0,2,1960.0,3.0,83062.0,0
2013,1.0,1,0,0,1,1,430.0,2,1980.0,4.0,83062.0,0
2016,0.99726776,1,0,0,1,1,1000.0,2,1960.0,4.0,83062.0,0
2016,0.994535519,0,0,0,1,1,500.0,2,1980.0,4.0,83062.0,0
2013,1.0,0,0,1,0,0,3800.0,2,1986.0,1.0,83065.0,1
2014,1.0,0,0,1,0,0,3800.0,2,1986.0,1.0,83065.0,0
2015,1.0,0,0,1,0,0,3800.0,2,1986.0,1.0,83065.0,0
2012,0.710382514,0,0,1,0,0,1312.0,2,1980.0,2.0,83065.0,0
2013,1.0,0,1,0,1,1,1950.0,2,1988.0,4.0,83065.0,0
2012,1.0,0,0,1,0,0,700.0,2,1980.0,3.0,83068.0,1
2013,1.0,0,1,0,1,1,689.0,2,1988.0,4.0,83069.0,0
2016,0.99726776,0,1,0,1,1,689.0,2,1988.0,4.0,83069.0,0
2013,1.0,0,0,1,0,0,1440.0,2,1970.0,4.0,83069.0,0
2015,0.747945205,0,0,1,0,0,1440.0,2,1970.0,4.0,83069.0,0
2013,1.0,0,0,1,0,0,3339.0,2,1988.0,5.0,83069.0,0
2014,1.0,0,0,1,0,0,3339.0,2,1988.0,5.0,83069.0,1
2015,1.0,0,0,1,0,0,3339.0,2,1988.0,5.0,83069.0,1
2015,0.997260274,0,0,1,0,0,186.0,2,1940.0,2.0,83069.0,0
2016,1.0,0,0,1,0,0,420.0,2,1984.0,4.0,83069.0,1
2016,1.0,0,0,1,0,0,1440.0,2,1965.0,3.0,83069.0,0
2014,1.0,0,0,0,1,1,560.0,2,1980.0,4.0,83069.0,0
2015,0.98630137,0,0,0,1,1,560.0,2,1980.0,4.0,83069.0,0
2014,0.926027397,0,0,1,0,0,426.0,2,1850.0,3.0,83069.0,0
2016,0.99726776,0,0,0,1,1,1300.0,2,1960.0,4.0,83069.0,0
2015,1.0,0,0,0,1,1,1648.0,2,1980.0,4.0,83069.0,1
2012,1.0,0,1,0,1,1,350.0,2,1960.0,4.0,83069.0,1
2014,1.0,0,0,0,1,1,350.0,2,1980.0,4.0,83069.0,0
2014,1.0,0,0,1,0,0,2188.0,2,1974.0,5.0,83069.0,0
2015,1.0,0,0,1,0,0,2188.0,2,1974.0,5.0,83069.0,0
2016,1.0,0,0,0,1,1,900.0,2,1980.0,4.0,83069.0,0
2014,1.0,0,1,0,1,1,4650.0,2,1980.0,4.0,83069.0,1
2016,1.0,0,1,0,1,1,4650.0,2,1980.0,4.0,83069.0,0
2012,1.0,1,1,0,1,1,300.0,2,1980.0,4.0,83070.0,0
2013,0.378082192,1,0,1,0,0,6486.0,2,1980.0,4.0,83070.0,1
2013,1.0,0,0,1,0,0,2400.0,2,2001.0,4.0,83071.0,0
2012,1.0,0,0,1,0,0,750.0,2,2008.0,2.0,83081.0,0
2012,0.68852459,0,0,1,0,0,310.0,2,2007.0,2.0,83081.0,0
2016,0.579234973,1,0,1,0,0,4300.0,2,1984.0,4.0,83086.0,0
2013,1.0,0,0,1,0,0,210.0,2,1920.0,3.0,83087.0,0
2012,1.0,0,1,0,1,1,1900.0,2,1980.0,4.0,83090.0,0
2012,1.0,0,0,1,0,0,450.0,2,1920.0,3.0,83090.0,0
2015,1.0,0,0,1,0,0,3286.0,2,2012.0,5.0,83090.0,0
2013,1.0,0,1,0,1,1,160.0,2,1980.0,4.0,83090.0,0
2015,1.0,0,0,1,0,0,300.0,2,1900.0,4.0,83092.0,0
2012,1.0,1,1,0,1,1,2850.0,2,1960.0,4.0,83098.0,1
2013,1.0,1,1,0,1,1,2850.0,2,1960.0,4.0,83098.0,1
2014,0.161643836,1,1,0,1,1,2850.0,2,1960.0,4.0,83098.0,0
2014,1.0,0,1,0,1,1,1000.0,2,1980.0,4.0,83098.0,0
2013,1.0,0,0,1,0,0,5880.0,2,1960.0,5.0,83098.0,1
2015,1.0,0,0,0,1,1,600.0,2,1980.0,4.0,83098.0,0
2013,1.0,1,1,0,1,1,3364.0,2,1960.0,4.0,83098.0,0
2013,1.0,0,0,1,0,0,1870.0,2,1977.0,3.0,83101.0,0
2012,1.0,0,1,0,1,1,1186.0,2,1988.0,4.0,83107.0,0
2014,1.0,0,1,0,1,1,950.0,2,1988.0,4.0,83107.0,0
2015,1.0,0,1,0,1,1,2986.0,2,1988.0,4.0,83107.0,0
2013,1.0,0,0,1,0,0,1900.0,2,2002.0,2.0,83107.0,0
2013,1.0,0,0,1,0,0,370.0,2,1900.0,4.0,83107.0,0
2016,0.99726776,1,0,1,0,0,10310.0,2,2000.0,3.0,83107.0,0
2013,1.0,0,1,0,1,1,500.0,2,1980.0,4.0,83112.0,0
2012,1.0,0,1,0,1,1,2085.0,2,1980.0,4.0,83115.0,0
2014,0.838356164,0,1,0,1,1,806.0,2,1960.0,4.0,83115.0,0
2015,1.0,0,0,1,0,0,650.0,2,1965.0,3.0,83115.0,0
2013,1.0,0,0,1,0,0,1000.0,2,1988.0,2.0,83115.0,0
2012,1.0,0,0,1,0,0,4000.0,2,2007.0,3.0,83115.0,0
2014,1.0,0,0,1,0,0,4000.0,2,2007.0,3.0,83115.0,0
2014,1.0,0,0,1,0,0,610.0,2,2006.0,3.0,83115.0,0
2012,1.0,0,0,1,0,0,1800.0,2,2007.0,2.0,83115.0,0
2014,1.0,0,0,1,0,0,1800.0,2,2007.0,2.0,83115.0,0
2016,0.24863388,0,0,1,0,0,4374.0,2,2002.0,3.0,83115.0,0
2016,0.99726776,0,0,1,0,0,2355.0,2,2005.0,2.0,83115.0,0
2012,1.0,1,1,0,1,1,3040.0,2,1960.0,4.0,83115.0,1
2015,0.997260274,0,0,0,1,1,1400.0,2,1980.0,4.0,83115.0,1
2016,0.994535519,0,0,0,1,1,1400.0,2,1980.0,4.0,83115.0,0
2013,1.0,1,0,0,1,1,3700.0,2,1980.0,4.0,83115.0,0
2016,0.99726776,0,1,0,1,1,605.0,2,1980.0,4.0,83118.0,0
2012,1.0,1,1,0,1,1,322.0,2,1980.0,4.0,83118.0,0
2014,1.0,1,1,0,1,1,322.0,2,1980.0,4.0,83118.0,0
2013,0.915068493,0,1,0,1,1,8982.0,2,1988.0,4.0,83118.0,0
2012,1.0,0,1,0,1,1,1180.0,2,1980.0,4.0,83118.0,0
2013,0.832876712,0,1,0,1,1,2550.0,2,1988.0,4.0,83118.0,0
2012,1.0,0,0,1,0,0,9474.0,2,2008.0,4.0,83118.0,0
2012,1.0,0,0,1,0,0,977.0,2,1991.0,3.0,83118.0,1
2014,1.0,1,0,1,0,0,800.0,2,1884.0,3.0,83118.0,0
2014,1.0,1,0,1,0,0,1033.0,2,1969.0,4.0,83118.0,0
2014,1.0,1,0,1,0,0,4650.0,2,2001.0,1.0,83118.0,1
2014,1.0,0,0,1,0,0,2000.0,2,1991.0,3.0,83118.0,0
2015,1.0,0,0,1,0,0,580.0,2,1936.0,3.0,83118.0,0
2012,1.0,0,0,0,1,1,891.0,2,1970.0,4.0,83118.0,0
2014,1.0,0,0,1,0,0,210.0,2,1700.0,5.0,83119.0,0
2015,1.0,0,0,1,0,0,210.0,2,1700.0,5.0,83119.0,0
2015,1.0,0,0,1,0,0,2002.0,2,1966.0,3.0,83119.0,0
2016,0.99726776,0,0,1,0,0,950.0,2,1970.0,3.0,83119.0,0
2013,1.0,0,0,1,0,0,915.0,2,1988.0,2.0,83119.0,0
2014,1.0,0,0,1,0,0,915.0,2,1988.0,2.0,83119.0,1
2014,1.0,0,0,1,0,0,600.0,2,1988.0,2.0,83119.0,1
2016,0.0,0,0,0,1,1,300.0,2,1970.0,4.0,83119.0,0
2015,1.0,0,0,0,1,1,2100.0,2,1980.0,4.0,83119.0,0
2016,0.521857923,0,0,0,1,1,2100.0,2,1980.0,4.0,83119.0,1
2012,1.0,0,0,0,1,1,850.0,2,1960.0,4.0,83119.0,0
2014,0.0,0,0,0,1,1,220.0,2,1970.0,4.0,83119.0,0
2016,0.0,0,0,0,1,1,1445.0,2,1970.0,4.0,83119.0,0
2015,1.0,0,0,1,0,0,350.0,2,1950.0,5.0,83119.0,1
2012,1.0,0,0,1,0,0,272.0,2,1988.0,3.0,83119.0,0
2013,1.0,0,1,0,1,1,1250.0,2,1988.0,4.0,83119.0,1
2014,1.0,0,1,0,1,1,1250.0,2,1988.0,4.0,83119.0,1
2013,1.0,1,0,1,0,0,500.0,2,1900.0,2.0,83119.0,0
2013,0.890410959,1,0,1,0,0,1152.0,2,1980.0,4.0,83123.0,0
2015,1.0,0,1,0,1,1,544.0,2,1960.0,4.0,83123.0,0
2016,0.99726776,0,1,0,1,1,544.0,2,1960.0,4.0,83123.0,0
2013,1.0,0,0,1,0,0,1900.0,2,1990.0,2.0,83123.0,0
2015,1.0,0,0,1,0,0,1900.0,2,1990.0,2.0,83123.0,0
2014,0.495890411,0,1,0,1,1,760.0,2,1960.0,4.0,83123.0,0
2012,1.0,0,0,1,0,0,1382.0,2,2008.0,6.0,83123.0,1
2012,1.0,0,0,1,0,0,1260.0,2,1980.0,5.0,83123.0,0
2015,0.526027397,0,1,0,1,1,300.0,2,1960.0,4.0,83123.0,0
2012,1.0,0,0,1,0,0,400.0,2,1960.0,3.0,83123.0,0
2013,1.0,0,0,1,0,0,460.0,2,1960.0,2.0,83123.0,0
2016,0.99726776,1,0,1,0,0,360.0,2,2000.0,2.0,83123.0,0
2012,1.0,1,1,0,1,1,1790.0,2,1960.0,4.0,83126.0,0
2013,1.0,1,1,0,1,1,1450.0,2,1960.0,4.0,83126.0,0
2014,1.0,1,1,0,1,1,1450.0,2,1960.0,4.0,83126.0,1
2013,1.0,0,0,1,0,0,1100.0,2,1989.0,4.0,83126.0,0
2015,1.0,0,0,1,0,0,1100.0,2,1989.0,4.0,83126.0,0
2015,1.0,1,0,1,0,0,1820.0,2,1980.0,4.0,83126.0,1
2012,1.0,1,0,1,0,0,2184.0,2,1950.0,4.0,83126.0,0
2015,1.0,1,0,1,0,0,9000.0,2,1960.0,6.0,83126.0,1
2015,1.0,1,0,1,0,0,1068.0,2,1965.0,3.0,83126.0,0
2016,0.99726776,1,0,1,0,0,1068.0,2,1965.0,3.0,83126.0,1
2013,1.0,1,0,1,0,0,750.0,2,1980.0,2.0,83126.0,0
2015,1.0,1,0,1,0,0,750.0,2,1980.0,2.0,83126.0,0
2016,1.0,0,0,1,0,0,345.0,2,1920.0,3.0,83126.0,0
2013,1.0,1,0,1,0,0,6489.0,2,2011.0,6.0,83126.0,0
2015,1.0,1,0,1,0,0,6489.0,2,2011.0,6.0,83126.0,1
2015,1.0,0,0,1,0,0,6160.0,2,1979.0,4.0,83126.0,1
2014,1.0,0,0,1,0,0,3369.0,2,2012.0,6.0,83126.0,1
2012,1.0,1,0,0,1,1,462.0,2,1980.0,4.0,83126.0,0
2013,1.0,0,1,0,1,1,410.0,2,1980.0,4.0,83126.0,0
2013,0.915068493,0,1,0,1,1,1400.0,2,1988.0,4.0,83129.0,0
2013,1.0,0,1,0,1,1,605.0,2,1980.0,4.0,83129.0,0
2013,1.0,0,1,0,1,1,2400.0,2,1980.0,4.0,83129.0,0
2013,1.0,0,0,1,0,0,800.0,2,1970.0,3.0,83129.0,1
2013,1.0,0,0,1,0,0,750.0,2,1977.0,3.0,83129.0,0
2015,1.0,0,0,1,0,0,750.0,2,1977.0,3.0,83129.0,0
2016,0.99726776,0,0,1,0,0,750.0,2,1977.0,3.0,83129.0,0
2012,1.0,0,0,1,0,0,1031.0,2,1969.0,3.0,83129.0,0
2013,1.0,0,0,1,0,0,1031.0,2,1969.0,3.0,83129.0,1
2012,1.0,1,0,1,0,0,640.0,2,1976.0,3.0,83129.0,0
2012,1.0,0,1,0,1,1,320.0,2,1980.0,4.0,83129.0,1
2014,1.0,0,1,0,1,1,1200.0,2,1980.0,4.0,83130.0,0
2013,0.580821918,1,1,0,1,1,2793.0,3,1988.0,4.0,83137.0,0
2013,0.698630137,1,1,0,1,1,140.0,3,1960.0,4.0,83137.0,0
2014,1.0,0,1,0,1,1,4113.0,3,1980.0,4.0,83137.0,1
2012,1.0,1,0,0,1,1,480.0,3,1960.0,4.0,83137.0,0
2015,1.0,0,1,0,1,1,300.0,3,1960.0,4.0,83137.0,0
2013,0.290410959,1,0,1,0,0,3004.0,3,1975.0,9.0,83137.0,0
2012,1.0,1,0,1,0,0,350.0,2,1950.0,3.0,83137.0,0
2016,1.0,1,0,1,0,0,350.0,2,1950.0,3.0,83137.0,0
2012,1.0,1,0,0,1,1,790.0,3,1960.0,4.0,83137.0,0
2014,1.0,1,0,1,0,0,1093.0,2,1995.0,3.0,83137.0,0
2014,0.482191781,0,0,1,0,0,360.0,2,2006.0,2.0,83137.0,0
2013,1.0,1,0,1,0,0,3000.0,3,1960.0,6.0,83137.0,0
2014,1.0,0,0,1,0,0,350.0,3,1960.0,2.0,83137.0,0
2012,1.0,1,0,0,1,1,400.0,3,1960.0,4.0,83137.0,0
2014,1.0,1,0,1,0,0,1350.0,2,1960.0,4.0,83137.0,0
2012,1.0,1,0,1,0,0,4725.0,2,1958.0,5.0,83137.0,1
2013,0.673972603,1,0,1,0,0,4725.0,2,1958.0,5.0,83137.0,0
2016,0.99726776,1,0,1,0,0,1988.0,3,2004.0,3.0,83137.0,0
2016,0.99726776,1,0,1,0,0,4970.0,2,1975.0,7.0,83137.0,1
2012,1.0,0,0,1,0,0,250.0,2,1950.0,3.0,83137.0,0
2015,1.0,1,0,1,0,0,350.0,3,1920.0,5.0,83137.0,0
2013,1.0,0,0,1,0,0,500.0,3,1850.0,7.0,83137.0,0
2013,1.0,0,0,1,0,0,332.0,3,1871.0,3.0,83137.0,1
2014,0.61369863,0,0,1,0,0,332.0,3,1871.0,3.0,83137.0,0
2012,1.0,0,0,0,1,1,792.0,3,1980.0,4.0,83137.0,0
2014,1.0,1,0,1,0,0,15860.0,3,1964.0,4.0,83137.0,1
2015,1.0,1,0,1,0,0,15860.0,3,1964.0,4.0,83137.0,1
2013,1.0,0,0,1,0,0,321.0,3,1970.0,2.0,83137.0,0
2014,1.0,0,0,1,0,0,800.0,3,1975.0,4.0,83137.0,0
2016,0.99726776,0,0,1,0,0,800.0,3,1975.0,4.0,83137.0,0
2015,1.0,0,0,1,0,0,3500.0,2,2011.0,5.0,83137.0,1
2013,0.161643836,0,0,0,1,1,344.0,2,1960.0,4.0,83137.0,0
2015,1.0,0,0,0,1,1,5800.0,3,1970.0,4.0,83137.0,1
2014,1.0,0,0,1,0,0,250.0,3,1910.0,6.0,83137.0,0
2015,1.0,0,0,1,0,0,250.0,3,1910.0,6.0,83137.0,0
2014,0.167123288,0,0,0,1,1,300.0,2,1980.0,4.0,83137.0,1
2012,1.0,0,0,0,1,1,355.0,3,1980.0,4.0,83137.0,0
2013,1.0,0,0,0,1,1,355.0,3,1980.0,4.0,83137.0,0
2012,1.0,0,0,0,1,1,185.0,3,1960.0,4.0,83137.0,0
2014,1.0,0,0,1,0,0,3200.0,3,1990.0,9.0,83137.0,1
2016,0.494535519,0,0,1,0,0,3200.0,3,1990.0,9.0,83137.0,0
2012,0.051912568,0,0,0,1,1,1450.0,3,1960.0,4.0,83137.0,0
2013,0.547945205,0,1,0,1,1,800.0,3,1980.0,4.0,83137.0,1
2012,1.0,0,0,0,1,1,7382.0,2,1980.0,4.0,83137.0,0
2016,0.994535519,0,0,0,1,1,17000.0,3,1980.0,4.0,83137.0,1
2012,1.0,0,1,0,1,1,10000.0,3,1980.0,4.0,83137.0,1
2015,0.997260274,0,1,0,1,1,10000.0,3,1980.0,4.0,83137.0,0
2012,0.038251366,1,1,0,1,1,1275.0,3,1960.0,4.0,83137.0,0
2013,1.0,1,0,0,1,1,796.0,3,1960.0,4.0,83137.0,0
2016,1.0,1,0,0,1,1,796.0,3,1960.0,4.0,83137.0,0
2012,1.0,0,0,0,1,1,985.0,3,1980.0,4.0,83137.0,0
2012,1.0,1,0,1,0,0,1800.0,3,1900.0,5.0,83137.0,0
2013,1.0,1,0,1,0,0,1800.0,3,1900.0,5.0,83137.0,0
2013,0.465753425,1,1,0,1,1,700.0,3,1960.0,4.0,83137.0,1
2015,1.0,0,1,0,1,1,700.0,3,1980.0,4.0,83137.0,0
2013,1.0,0,0,0,1,1,900.0,2,1980.0,4.0,83137.0,0
2012,1.0,0,0,1,0,0,200.0,3,1910.0,3.0,83137.0,0
2014,1.0,0,0,0,1,1,5320.0,3,1988.0,4.0,83137.0,0
2015,1.0,1,1,0,1,1,2175.0,3,1960.0,4.0,83137.0,1
2014,1.0,0,0,0,1,1,809.0,3,1980.0,4.0,83137.0,0
2012,1.0,1,0,0,1,1,300.0,3,1960.0,4.0,83137.0,0
2016,0.99726776,1,1,0,1,1,1452.0,3,1960.0,4.0,83137.0,0
2013,1.0,0,1,0,1,1,1876.0,3,1980.0,4.0,83137.0,0
2016,0.99726776,0,1,0,1,1,1876.0,3,1980.0,4.0,83137.0,0
2013,1.0,0,1,0,1,1,420.0,3,1980.0,4.0,83137.0,0
2013,0.747945205,1,0,0,1,1,9000.0,3,1980.0,4.0,83137.0,0
2013,0.915068493,0,0,1,0,0,1000.0,3,1960.0,5.0,83137.0,0
2014,0.052054795,0,1,0,1,1,400.0,3,1980.0,4.0,83137.0,1
2012,1.0,1,0,0,1,1,1430.0,2,1980.0,4.0,83137.0,0
2015,1.0,1,0,0,1,1,1430.0,2,1980.0,4.0,83137.0,0
2015,1.0,0,0,1,0,0,3850.0,2,1981.0,4.0,83144.0,1
2012,1.0,0,0,1,0,0,200.0,2,1960.0,2.0,83144.0,0
2015,1.0,0,0,1,0,0,140.0,2,1810.0,4.0,83144.0,0
2015,1.0,0,0,1,0,0,4772.0,2,1988.0,3.0,83152.0,0
2013,1.0,0,1,0,1,1,300.0,2,1980.0,4.0,83152.0,0
2015,1.0,0,1,0,1,1,210.0,2,1980.0,4.0,83153.0,0
2014,1.0,0,0,0,1,1,3240.0,2,1988.0,4.0,83900.0,1
2016,0.99726776,0,1,0,1,1,1050.0,2,1980.0,4.0,83923.0,0
2014,1.0,1,0,0,1,1,3050.0,2,1980.0,4.0,83933.0,0
2012,1.0,0,1,0,1,1,2170.0,1,1980.0,4.0,84007.0,0
2016,0.994535519,0,1,0,1,1,2170.0,1,1980.0,4.0,84007.0,0
2012,1.0,0,1,0,1,1,2200.0,1,1960.0,4.0,84007.0,0
2014,1.0,0,1,0,1,1,2200.0,1,1960.0,4.0,84007.0,1
2015,1.0,0,1,0,1,1,2200.0,1,1960.0,4.0,84007.0,0
2013,1.0,1,1,0,1,1,5855.0,1,1988.0,4.0,84007.0,1
2012,1.0,1,1,0,1,1,2504.0,1,1988.0,4.0,84007.0,0
2012,0.49726776,1,1,0,1,1,696.0,1,1960.0,4.0,84007.0,0
2012,1.0,1,0,1,0,0,3600.0,1,1970.0,4.0,84007.0,1
2012,0.603825137,1,0,1,0,0,4096.0,1,1950.0,6.0,84007.0,0
2012,0.333333333,1,0,1,0,0,1061.0,1,1960.0,4.0,84007.0,0
2015,1.0,1,0,1,0,0,1061.0,1,1960.0,4.0,84007.0,0
2016,0.994535519,1,0,1,0,0,1061.0,1,1960.0,4.0,84007.0,0
2013,1.0,1,0,1,0,0,1450.0,1,2012.0,3.0,84007.0,0
2014,1.0,0,1,0,1,1,1650.0,1,1980.0,4.0,84007.0,0
2013,0.438356164,0,1,0,1,1,300.0,1,1960.0,4.0,84007.0,0
2013,1.0,0,1,0,1,1,5300.0,1,1980.0,4.0,84007.0,0
2014,1.0,0,0,1,0,0,700.0,1,2011.0,4.0,84007.0,0
2016,1.0,0,0,1,0,0,700.0,1,2011.0,4.0,84007.0,0
2012,1.0,1,1,0,1,1,2968.0,1,1988.0,4.0,84007.0,1
2013,0.8,0,1,0,1,1,325.0,1,1980.0,4.0,84007.0,1
2013,1.0,0,0,0,1,1,120.0,1,1960.0,4.0,84007.0,0
2012,1.0,0,0,1,0,0,450.0,1,1900.0,5.0,84007.0,0
2012,1.0,0,0,1,0,0,408.0,1,2001.0,3.0,84031.0,0
2015,1.0,0,0,1,0,0,710.0,1,2012.0,4.0,84054.0,0
2016,0.792349727,0,0,1,0,0,710.0,1,2012.0,4.0,84054.0,0
2014,1.0,0,0,1,0,0,10900.0,1,1950.0,5.0,84087.0,1
2014,0.328767123,0,0,1,0,0,360.0,1,2007.0,3.0,84089.0,0
2013,1.0,0,0,1,0,0,1850.0,1,2009.0,3.0,84089.0,0
2013,1.0,0,0,1,0,0,2952.0,1,2010.0,3.0,84089.0,0
2012,1.0,0,0,1,0,0,450.0,1,1960.0,1.0,84129.0,0
2014,1.0,0,0,1,0,0,3000.0,1,1965.0,4.0,84129.0,1
2015,1.0,0,0,1,0,0,625.0,1,1969.0,3.0,84129.0,1
2014,1.0,0,0,0,1,1,3085.0,1,1980.0,4.0,84129.0,0
2012,1.0,0,0,0,1,1,1900.0,1,1980.0,4.0,84129.0,0
2016,0.994535519,0,0,0,1,1,2432.0,1,1988.0,4.0,84129.0,0
2012,1.0,0,1,0,1,1,1614.0,1,1988.0,4.0,84137.0,0
2014,1.0,0,1,0,1,1,1614.0,1,1988.0,4.0,84137.0,1
2012,1.0,0,1,0,1,1,1196.0,1,1980.0,4.0,84137.0,0
2014,0.252054795,0,0,1,0,0,2280.0,1,1985.0,4.0,84137.0,0
2012,1.0,0,0,0,1,1,460.0,1,1980.0,4.0,85060.0,0
2012,0.081967213,0,1,0,1,1,4337.0,1,1980.0,4.0,85060.0,1
2013,1.0,0,0,0,1,1,300.0,1,1980.0,4.0,85194.0,0
2013,1.0,0,1,0,1,1,336.0,1,1960.0,4.0,85194.0,0
2014,1.0,0,1,0,1,1,336.0,1,1960.0,4.0,85194.0,0
2012,1.0,0,1,0,1,1,600.0,1,1988.0,4.0,86041.0,0
2013,1.0,0,1,0,1,1,750.0,1,1960.0,4.0,86041.0,0
2015,0.997260274,0,0,1,0,0,1556.0,1,1994.0,4.0,86041.0,0
